,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp,date,country,iso_code,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
16,2021-03-17,17,3,2021,6432,19,Sweden,SE,SWE,10327589,Europe,2021-03-17,Sweden,SWE,,,,,28389.0,,,,2811.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
17,2021-03-18,18,3,2021,5740,18,Sweden,SE,SWE,10327589,Europe,2021-03-18,Sweden,SWE,,,,,27488.0,,,,2722.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
18,2021-03-19,19,3,2021,5406,11,Sweden,SE,SWE,10327589,Europe,2021-03-19,Sweden,SWE,,,,,26587.0,,,,2633.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
19,2021-03-20,20,3,2021,4380,25,Sweden,SE,SWE,10327589,Europe,2021-03-20,Sweden,SWE,,,,,25686.0,,,,2543.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
20,2021-03-21,21,3,2021,1579,18,Sweden,SE,SWE,10327589,Europe,2021-03-21,Sweden,SWE,1420378.0,995975.0,424403.0,,24786.0,14.06,9.86,4.2,2454.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
21,2021-03-22,22,3,2021,2689,16,Sweden,SE,SWE,10327589,Europe,2021-03-22,Sweden,SWE,,,,,25241.0,,,,2499.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
22,2021-03-23,23,3,2021,7654,14,Sweden,SE,SWE,10327589,Europe,2021-03-23,Sweden,SWE,,,,,25696.0,,,,2544.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
23,2021-03-24,24,3,2021,7711,15,Sweden,SE,SWE,10327589,Europe,2021-03-24,Sweden,SWE,,,,,26151.0,,,,2589.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
24,2021-03-25,25,3,2021,6370,22,Sweden,SE,SWE,10327589,Europe,2021-03-25,Sweden,SWE,,,,,26606.0,,,,2634.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
25,2021-03-26,26,3,2021,6295,22,Sweden,SE,SWE,10327589,Europe,2021-03-26,Sweden,SWE,,,,,27061.0,,,,2680.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
26,2021-03-27,27,3,2021,5197,19,Sweden,SE,SWE,10327589,Europe,2021-03-27,Sweden,SWE,,,,,27516.0,,,,2725.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
27,2021-03-28,28,3,2021,1983,17,Sweden,SE,SWE,10327589,Europe,2021-03-28,Sweden,SWE,1616178.0,1124273.0,491905.0,,27971.0,16.0,11.13,4.87,2770.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
28,2021-03-29,29,3,2021,2966,23,Sweden,SE,SWE,10327589,Europe,2021-03-29,Sweden,SWE,,,,,29339.0,,,,2905.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
29,2021-03-30,30,3,2021,8468,16,Sweden,SE,SWE,10327589,Europe,2021-03-30,Sweden,SWE,,,,,30707.0,,,,3041.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
30,2021-03-31,31,3,2021,8297,23,Sweden,SE,SWE,10327589,Europe,2021-03-31,Sweden,SWE,,,,,32075.0,,,,3176.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
31,2021-04-01,1,4,2021,6978,25,Sweden,SE,SWE,10327589,Europe,2021-04-01,Sweden,SWE,,,,,33443.0,,,,3311.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
32,2021-04-02,2,4,2021,6846,22,Sweden,SE,SWE,10327589,Europe,2021-04-02,Sweden,SWE,,,,,34811.0,,,,3447.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
33,2021-04-03,3,4,2021,3407,18,Sweden,SE,SWE,10327589,Europe,2021-04-03,Sweden,SWE,,,,,36179.0,,,,3582.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
34,2021-04-04,4,4,2021,1449,14,Sweden,SE,SWE,10327589,Europe,2021-04-04,Sweden,SWE,1879009.0,1319972.0,559037.0,,37547.0,18.61,13.07,5.54,3718.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
35,2021-04-05,5,4,2021,3110,23,Sweden,SE,SWE,10327589,Europe,2021-04-05,Sweden,SWE,,,,,40458.0,,,,4006.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
36,2021-04-06,6,4,2021,6815,12,Sweden,SE,SWE,10327589,Europe,2021-04-06,Sweden,SWE,,,,,43369.0,,,,4294.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
37,2021-04-07,7,4,2021,7833,22,Sweden,SE,SWE,10327589,Europe,2021-04-07,Sweden,SWE,,,,,46279.0,,,,4582.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
38,2021-04-08,8,4,2021,7758,22,Sweden,SE,SWE,10327589,Europe,2021-04-08,Sweden,SWE,,,,,49190.0,,,,4871.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
39,2021-04-09,9,4,2021,7631,23,Sweden,SE,SWE,10327589,Europe,2021-04-09,Sweden,SWE,,,,,52101.0,,,,5159.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
40,2021-04-10,10,4,2021,5628,11,Sweden,SE,SWE,10327589,Europe,2021-04-10,Sweden,SWE,,,,,55011.0,,,,5447.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
41,2021-04-11,11,4,2021,2390,15,Sweden,SE,SWE,10327589,Europe,2021-04-11,Sweden,SWE,,,,,57922.0,,,,5735.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
42,2021-04-12,12,4,2021,3475,17,Sweden,SE,SWE,10327589,Europe,2021-04-12,Sweden,SWE,,,,,57922.0,,,,5735.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
43,2021-04-13,13,4,2021,8875,19,Sweden,SE,SWE,10327589,Europe,2021-04-13,Sweden,SWE,,,,,57922.0,,,,5735.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
44,2021-04-14,14,4,2021,7100,28,Sweden,SE,SWE,10327589,Europe,2021-04-14,Sweden,SWE,,,,,57922.0,,,,5735.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
45,2021-04-15,15,4,2021,7669,25,Sweden,SE,SWE,10327589,Europe,2021-04-15,Sweden,SWE,,,,,57922.0,,,,5735.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
46,2021-04-16,16,4,2021,6442,14,Sweden,SE,SWE,10327589,Europe,2021-04-16,Sweden,SWE,,,,,57922.0,,,,5735.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
47,2021-04-17,17,4,2021,4987,18,Sweden,SE,SWE,10327589,Europe,2021-04-17,Sweden,SWE,,,,,57922.0,,,,5735.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
48,2021-04-18,18,4,2021,2514,16,Sweden,SE,SWE,10327589,Europe,2021-04-18,Sweden,SWE,2689918.0,1974083.0,715835.0,,57922.0,26.63,19.55,7.09,5735.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
49,2021-04-19,19,4,2021,2716,15,Sweden,SE,SWE,10327589,Europe,2021-04-19,Sweden,SWE,,,,,58399.0,,,,5782.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
50,2021-04-20,20,4,2021,7542,24,Sweden,SE,SWE,10327589,Europe,2021-04-20,Sweden,SWE,,,,,58876.0,,,,5830.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
51,2021-04-21,21,4,2021,7711,21,Sweden,SE,SWE,10327589,Europe,2021-04-21,Sweden,SWE,,,,,59353.0,,,,5877.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
52,2021-04-22,22,4,2021,6251,16,Sweden,SE,SWE,10327589,Europe,2021-04-22,Sweden,SWE,,,,,59830.0,,,,5924.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
53,2021-04-23,23,4,2021,5509,15,Sweden,SE,SWE,10327589,Europe,2021-04-23,Sweden,SWE,,,,,60308.0,,,,5972.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
54,2021-04-24,24,4,2021,4569,10,Sweden,SE,SWE,10327589,Europe,2021-04-24,Sweden,SWE,,,,,60785.0,,,,6019.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
55,2021-04-25,25,4,2021,1758,18,Sweden,SE,SWE,10327589,Europe,2021-04-25,Sweden,SWE,3118750.0,2365123.0,753627.0,,61262.0,30.88,23.42,7.46,6066.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
56,2021-04-26,26,4,2021,3072,8,Sweden,SE,SWE,10327589,Europe,2021-04-26,Sweden,SWE,,,,,60396.0,,,,5980.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
57,2021-04-27,27,4,2021,7277,16,Sweden,SE,SWE,10327589,Europe,2021-04-27,Sweden,SWE,,,,,59531.0,,,,5895.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
58,2021-04-28,28,4,2021,7151,11,Sweden,SE,SWE,10327589,Europe,2021-04-28,Sweden,SWE,,,,,58665.0,,,,5809.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
59,2021-04-29,29,4,2021,5944,9,Sweden,SE,SWE,10327589,Europe,2021-04-29,Sweden,SWE,,,,,57800.0,,,,5723.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
60,2021-04-30,30,4,2021,5442,6,Sweden,SE,SWE,10327589,Europe,2021-04-30,Sweden,SWE,,,,,56934.0,,,,5637.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
61,2021-05-01,1,5,2021,4757,2,Sweden,SE,SWE,10327589,Europe,2021-05-01,Sweden,SWE,,,,,56069.0,,,,5552.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
62,2021-05-02,2,5,2021,1718,1,Sweden,SE,SWE,10327589,Europe,2021-05-02,Sweden,SWE,3505173.0,2724577.0,780596.0,,55203.0,34.71,26.98,7.73,5466.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
63,2021-05-03,3,5,2021,3074,4,Sweden,SE,SWE,10327589,Europe,2021-05-03,Sweden,SWE,,,,,46391.0,,,,4594.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
64,2021-05-04,4,5,2021,7038,0,Sweden,SE,SWE,10327589,Europe,2021-05-04,Sweden,SWE,,,,,37579.0,,,,3721.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
65,2021-05-05,5,5,2021,0,0,Sweden,SE,SWE,10327589,Europe,2021-05-05,Sweden,SWE,3485725.0,2710287.0,775438.0,,28766.0,34.51,26.84,7.68,2848.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
